robot_src,pose_src,robot_dst,pose_dst,qx,qy,qz,qw,tx,ty,tz,kappa,tau,is_known_inlier,weight
3,0,3,1,-0.0117588,0.350118,-0.0029534,0.936627,-0.0264592,-0.00224151,-0.894398,10000,100,1,1
3,1,3,2,-0.00570842,-0.125701,-0.00963445,0.992005,0.536748,-0.0596158,5.04046,10000,100,1,1
3,2,3,3,-0.00746618,0.230649,0.000686419,0.973008,1.97482,-0.0146714,4.95405,10000,100,1,1
3,3,3,4,0.00763849,-0.0820149,-0.00172094,0.9966,-0.569961,-0.135745,5.21276,10000,100,1,1
3,4,3,5,-0.00822999,0.0235244,0.00105808,0.999689,0.107789,-0.0771166,5.34507,10000,100,1,1
3,5,3,6,0.00497616,0.00977807,0.00252627,0.999937,0.0977054,-0.130784,5.24003,10000,100,1,1
3,6,3,7,-0.00121195,-0.00152732,-0.00469006,0.999987,0.0720482,-0.13117,5.11167,10000,100,1,1
3,7,3,8,0.00168378,-0.01463,0.00310363,0.999887,-0.0824271,-0.0642414,5.4561,10000,100,1,1
3,8,3,9,0.00488339,-0.141079,0.000140055,0.989986,-1.11865,-0.0858517,5.06906,10000,100,1,1
3,9,3,10,-0.00812164,0.164612,-0.00217573,0.986323,1.28809,-0.0135465,5.11757,10000,100,1,1
3,10,3,11,0.00239584,-0.0326996,0.00111106,0.999462,0.232446,-0.0631647,5.25877,10000,100,1,1
3,11,3,12,-0.00791565,-0.0103256,-0.00226687,0.999913,-0.127988,-0.0118653,5.44986,10000,100,1,1
3,12,3,13,0.0121182,0.0442749,0.00224709,0.998943,0.37172,-0.173044,5.15244,10000,100,1,1
3,13,3,14,-0.0173894,0.0105975,-0.00211841,0.99979,0.325466,0.026026,5.33196,10000,100,1,1
3,14,3,15,0.00839404,0.119228,0.0116853,0.992763,0.343622,-0.173341,5.2768,10000,100,1,1
3,15,3,16,-0.00449009,-0.265393,-0.0152325,0.964009,-0.657016,-0.0376353,5.32329,10000,100,1,1
3,16,3,17,-0.000440974,0.2008,0.00679869,0.979608,-0.034477,0.0507049,5.15344,10000,100,1,1
3,17,3,18,0.00129001,0.00883381,0.00319229,0.999955,-0.42242,-0.136658,5.06562,10000,100,1,1
3,18,3,19,0.041097,-0.128307,-0.000455889,0.990883,-0.963208,-0.445592,5.36528,10000,100,1,1
3,19,3,20,-0.0398593,0.038457,0.000290091,0.998465,0.464673,0.0362414,5.55278,10000,100,1,1
3,20,3,21,0.0299259,-0.0149573,-0.00208406,0.999438,-0.037838,-0.174627,5.34146,10000,100,1,1
3,21,3,22,0.0152523,-0.0359566,0.00178471,0.999235,0.0285209,-0.231824,5.40005,10000,100,1,1
3,22,3,23,-0.0430545,-0.0561654,0.00500937,0.99748,-0.261645,0.0458932,5.1765,10000,100,1,1
3,23,3,24,-0.00158222,0.255549,1.81672e-06,0.966795,2.02465,0.143388,4.40878,10000,100,1,1
3,24,3,25,-0.0314352,0.977029,-0.00454469,0.210727,-2.26124,0.133794,0.366197,10000,100,1,1
3,25,3,26,-0.0322708,0.663542,0.00313255,0.747436,-0.0136273,0.325264,-0.833482,10000,100,1,1
3,26,3,27,-0.000317377,0.0435547,0.00304243,0.999046,0.535016,-0.0555706,5.52964,10000,100,1,1
3,27,3,28,0.00639986,-0.00826456,0.00154867,0.999944,-0.192569,-0.0816929,5.34912,10000,100,1,1
3,28,3,29,-0.00383727,0.058714,0.00710698,0.998242,0.554325,-0.0990316,5.33589,10000,100,1,1
3,29,3,30,0.00438774,-0.00249219,-0.000190361,0.999987,-0.00014092,-0.0907676,5.4977,10000,100,1,1
3,30,3,31,-0.00665989,1.15518e-05,-0.00597032,0.99996,0.0930138,-0.122114,5.38543,10000,100,1,1
3,31,3,32,0.0044007,-0.028244,-0.00424936,0.999582,-0.092248,-0.158321,5.54853,10000,100,1,1
3,32,3,33,-0.00475604,0.0024628,0.00773089,0.999956,0.045213,-0.0807721,5.3167,10000,100,1,1
3,33,3,34,0.00914237,-0.0263607,0.00176815,0.999609,-0.0216296,-0.175635,5.47738,10000,100,1,1
3,34,3,35,-0.0104369,0.0576764,-0.00309609,0.998276,0.295385,-0.0963556,5.30054,10000,100,1,1
3,35,3,36,0.00362406,0.0312459,-0.0026434,0.999502,0.0838765,-0.18258,5.18786,10000,100,1,1
3,36,3,37,0.000832721,-0.131462,-0.00223503,0.991318,-0.631134,-0.0749838,4.8915,10000,100,1,1
3,37,3,38,-0.00881591,0.492451,0.0100544,0.870237,0.672156,-0.0429283,4.17293,10000,100,1,1
3,38,3,39,-0.01375,0.423648,0.00211681,0.90572,3.34684,-0.0361243,3.78923,10000,100,1,1
3,39,3,40,0.0310979,-0.803839,0.0132978,0.593885,-3.83809,-0.124228,0.501634,10000,100,1,1
3,40,3,41,0.0140897,0.0289623,-0.00671058,0.999459,0.0966857,-0.206358,5.55447,10000,100,1,1
3,41,3,42,-0.00363954,0.0452058,0.00620568,0.998952,0.107321,-0.140894,5.46847,10000,100,1,1
3,42,3,43,0.00944714,-0.0122326,-0.00454866,0.99987,0.116415,-0.0303702,5.41825,10000,100,1,1
3,43,3,44,-0.00817755,-0.0356976,-0.000872458,0.999329,-0.140004,-0.0683129,5.3243,10000,100,1,1
3,44,3,45,-0.0207681,0.972795,-0.0316339,0.228556,-0.572486,0.0666174,2.13721,10000,100,1,1
3,45,3,46,-0.0101638,0.994041,0.000155962,-0.108533,-1.84729,-0.373098,-2.1384,10000,100,1,1
3,46,3,47,-0.00265517,0.110173,-0.0059862,0.993891,1.03515,-0.227878,5.32762,10000,100,1,1
3,47,3,48,0.00108936,0.0266937,0.00546644,0.999628,0.310903,-0.190921,5.21101,10000,100,1,1
3,48,3,49,-0.00731774,0.053355,0.00227689,0.998546,0.365004,-0.123846,5.38707,10000,100,1,1
3,49,3,50,0.00971174,-0.054952,0.00132967,0.998441,0.229042,-0.18675,5.21966,10000,100,1,1
3,50,3,51,0.000254661,0.0132966,0.00152494,0.99991,-0.666775,0.0185113,4.80203,10000,100,1,1
3,51,3,52,-0.00314494,-0.0388268,0.000638622,0.999241,-0.16649,-0.0625318,5.48311,10000,100,1,1
3,52,3,53,0.000481512,-0.0012003,0.00342695,0.999993,0.00601791,-0.152781,5.41866,10000,100,1,1
3,53,3,54,-0.00947156,0.0749297,-0.00626314,0.997124,0.672273,-0.102049,5.55972,10000,100,1,1
3,54,3,55,0.0118159,-0.0312961,-0.00112998,0.99944,0.011473,-0.233132,5.48676,10000,100,1,1
3,55,3,56,-0.00742649,-0.0052237,0.0069799,0.999934,0.0626795,-0.133501,5.49414,10000,100,1,1
3,56,3,57,0.00506899,-0.0168877,-0.00777537,0.999814,-0.0232474,-0.162127,5.36724,10000,100,1,1
3,57,3,58,0.00353989,0.128623,0.00438934,0.991677,0.394994,-0.0692728,5.19971,10000,100,1,1
3,58,3,59,-0.00837404,-0.0864785,0.00550646,0.996203,-1.31631,-0.110828,5.06471,10000,100,1,1
3,59,3,60,-0.0060723,0.929537,0.00882526,0.368574,1.23468,0.219893,3.16808,10000,100,1,1
3,60,3,61,0.00277723,-0.644017,-0.0159461,0.76484,0.959579,0.479639,-0.487586,10000,100,1,1
3,61,3,62,0.000710446,0.313766,0.00748555,0.949471,3.29496,-0.680428,4.08761,10000,100,1,1
3,62,3,63,0.00538076,-0.0644423,0.000647068,0.997907,0.0894708,-0.0387202,5.27166,10000,100,1,1
3,63,3,64,0.043917,-0.000334934,-0.00844339,0.998999,-0.0598263,-0.342874,5.37575,10000,100,1,1
3,64,3,65,-0.0518445,0.301208,-0.00296619,0.952143,1.5178,0.526466,4.82073,10000,100,1,1
3,65,3,66,0.0111988,-0.313446,-0.00182978,0.949538,-2.0381,-0.324802,4.68224,10000,100,1,1
3,66,3,67,-0.0064877,0.0291623,-0.00122128,0.999553,0.561867,-0.0899878,5.2751,10000,100,1,1
3,67,3,68,-0.0315069,-0.0757132,0.0030454,0.996627,0.115371,0.0371707,4.91133,10000,100,1,1
3,68,3,69,0.00809271,0.832687,0.0319395,0.552763,3.39303,0.0012536,1.16422,10000,100,1,1
3,69,3,70,0.00598909,-0.11535,0.000899945,0.993306,-0.839794,-0.174787,5.4993,10000,100,1,1
3,70,3,71,-0.000689975,-0.00693862,-0.00205074,0.999974,-0.0569432,-0.0699388,5.42456,10000,100,1,1
3,71,3,72,0.00478781,0.0120869,-0.00249325,0.999912,0.120799,-0.105244,5.22238,10000,100,1,1
3,72,3,73,-0.00275834,0.0215973,0.00112081,0.999762,0.171124,-0.0323656,5.44081,10000,100,1,1
3,73,3,74,-0.00675661,0.00704948,-0.00410352,0.999944,0.0792895,-0.071084,5.49322,10000,100,1,1
3,74,3,75,-0.00380924,0.355961,0.00818319,0.934457,0.868745,-0.0466626,5.04115,10000,100,1,1
3,75,3,76,0.00546087,-0.372109,-0.00332302,0.928167,-3.2073,-0.158273,3.88639,10000,100,1,1
3,76,3,77,0.00291891,0.00881976,0.000641047,0.999957,-0.23551,-0.0867616,5.25206,10000,100,1,1
3,77,3,78,0.00694465,-0.492317,-0.0160801,0.87024,1.42137,0.0734467,3.5357,10000,100,1,1
