robot_src,pose_src,robot_dst,pose_dst,qx,qy,qz,qw,tx,ty,tz,kappa,tau,is_known_inlier,weight
4,0,4,1,-0.00550855,0.0883261,-0.000117679,0.996076,1.01974,-0.494161,4.92,10000,100,1,1
4,1,4,2,-0.00130544,-0.0462765,-0.000459461,0.998928,-0.0814372,-0.533367,5.11443,10000,100,1,1
4,2,4,3,0.00423978,0.0233721,-0.00036575,0.999718,0.0315862,-0.562136,5.08121,10000,100,1,1
4,3,4,4,0.000375756,-0.0815804,-0.00102387,0.996666,-0.813642,-0.458244,5.02813,10000,100,1,1
4,4,4,5,-0.00312095,0.0591108,-0.00239181,0.998244,0.363954,-0.523972,5.20454,10000,100,1,1
4,5,4,6,0.00190807,-0.102185,-0.00923225,0.994721,-0.763309,-0.50145,5.12815,10000,100,1,1
4,6,4,7,-0.0103323,0.520933,0.0478354,0.852193,1.14702,-0.335123,4.49499,10000,100,1,1
4,7,4,8,-0.00182116,0.908214,0.052843,-0.415152,1.27453,0.13648,-0.946223,10000,100,1,1
4,8,4,9,-0.0143868,0.760357,0.0464584,0.647682,4.82351,-0.144315,0.576407,10000,100,1,1
4,9,4,10,0.00150323,-0.136694,-0.0206203,0.990398,-0.998311,-0.44784,5.21806,10000,100,1,1
4,10,4,11,0.00121479,-0.00677825,0.00589404,0.999959,0.383575,-0.54415,5.22083,10000,100,1,1
4,11,4,12,0.00408607,0.0479869,0.0058918,0.998822,0.183968,-0.506311,5.21856,10000,100,1,1
4,12,4,13,-0.00778715,0.0205326,-0.00191025,0.999757,-0.336734,-0.446289,5.13692,10000,100,1,1
4,13,4,14,-0.00225138,-0.0582827,0.00415177,0.998289,-0.888294,-0.512394,5.15923,10000,100,1,1
4,14,4,15,0.0052209,0.928961,0.0816848,-0.361015,1.2401,0.103986,2.20122,10000,100,1,1
4,15,4,16,0.00505654,0.973709,0.0594219,0.219849,2.57945,0.241301,-2.54435,10000,100,1,1
4,16,4,17,0.0129397,-0.0173744,-0.00115679,0.999765,0.0196585,-0.68718,5.14134,10000,100,1,1
4,17,4,18,-0.04432,-0.0377651,0.00294159,0.998299,-0.287817,-0.136288,5.26943,10000,100,1,1
4,18,4,19,0.0426635,-0.156164,-0.0297592,0.98636,-0.897503,-0.796348,5.14277,10000,100,1,1
4,19,4,20,0.00110053,0.0625098,0.00724865,0.998017,1.3234,-0.483609,5.1339,10000,100,1,1
4,20,4,21,-0.0425665,0.279585,0.0269679,0.958798,0.764876,-0.0250502,4.98739,10000,100,1,1
4,21,4,22,-0.002828,7.35518e-05,-0.00482385,0.999984,-1.28962,-0.193923,1.83872,10000,100,1,1
4,22,4,23,-0.0148026,0.698725,0.0681533,0.711983,0.563919,-0.105033,0.621129,10000,100,1,1
4,23,4,24,-0.0154298,0.989264,0.0976062,-0.107668,1.55719,0.500318,-2.75651,10000,100,1,1
4,24,4,25,0.00909611,-0.324117,-0.0360917,0.945284,-1.46561,-0.549891,4.93074,10000,100,1,1
4,25,4,26,0.00496141,-0.194376,-0.0270346,0.980542,1.48784,-0.364364,4.77406,10000,100,1,1
4,26,4,27,-0.0105172,0.378257,0.051157,0.924226,2.94664,-0.261381,4.15149,10000,100,1,1
4,27,4,28,0.00116189,-0.071978,-0.00874668,0.997367,-0.305077,-0.509616,5.1099,10000,100,1,1
4,28,4,29,-0.000412947,-0.0232042,-0.00372721,0.999724,-0.053404,-0.529979,5.25648,10000,100,1,1
4,29,4,30,0.000300532,-0.0130261,-0.00707623,0.99989,0.0296138,-0.538877,5.23158,10000,100,1,1
4,30,4,31,-0.00138538,0.0460429,0.014423,0.998834,-0.0134615,-0.487826,5.18807,10000,100,1,1
4,31,4,32,-0.00457867,-0.0384276,-0.008491,0.999215,-0.0405992,-0.545481,5.14494,10000,100,1,1
4,32,4,33,0.00376626,-0.0213438,-0.00488192,0.999753,-0.287223,-0.567563,5.22643,10000,100,1,1
4,33,4,34,-0.00719561,-0.00936056,0.00565561,0.999914,0.0675046,-0.576258,5.35536,10000,100,1,1
4,34,4,35,0.00533965,0.0812646,0.00993505,0.996629,0.350621,-0.674809,5.3074,10000,100,1,1
4,35,4,36,2.43365e-05,-0.0151272,-0.00189147,0.999884,-0.0564862,-0.587892,5.25609,10000,100,1,1
4,36,4,37,0.00434762,-0.024106,-0.00300965,0.999695,0.0487009,-0.611614,5.32169,10000,100,1,1
4,37,4,38,0.00787352,-0.716858,-0.0731381,0.693328,-4.44119,-0.122746,1.30115,10000,100,1,1
4,38,4,39,0.0045762,-0.0504095,-0.00423516,0.998709,-0.533257,-0.576635,5.22265,10000,100,1,1
4,39,4,40,-0.00552354,0.0645487,0.006223,0.99788,0.542362,-0.504182,5.20205,10000,100,1,1
4,40,4,41,0.00483522,-0.00250278,0.00103869,0.999985,0.104558,-0.602307,5.19682,10000,100,1,1
4,41,4,42,-0.000977226,-0.0648749,-0.0104015,0.997839,-0.2585,-0.551826,5.20443,10000,100,1,1
4,42,4,43,0.00276736,0.0405339,0.0063276,0.999154,0.188385,-0.489975,5.16038,10000,100,1,1
4,43,4,44,-0.00338116,0.0300164,0.00572923,0.999527,0.343165,-0.597908,4.79674,10000,100,1,1
4,44,4,45,-0.00392794,0.0907725,0.00561018,0.995848,0.111992,-0.463457,4.54295,10000,100,1,1
4,45,4,46,0.00686383,-0.152383,-0.0132829,0.988208,-1.36754,-0.684293,4.96746,10000,100,1,1
4,46,4,47,-0.00702751,0.00175343,0.0014931,0.999973,-0.349736,-0.539041,5.15158,10000,100,1,1
4,47,4,48,0.00274238,0.0752465,0.00869118,0.997123,0.281747,-0.635142,5.22544,10000,100,1,1
4,48,4,49,0.0150428,-0.565565,-0.0554097,0.822702,-2.18024,-0.158644,3.1835,10000,100,1,1
4,49,4,50,0.0051922,-0.827887,-0.084131,0.554525,0.690721,0.423817,-1.06341,10000,100,1,1
4,50,4,51,-0.0178245,0.988534,0.11074,0.101095,1.34241,0.368571,-1.84903,10000,100,1,1
4,51,4,52,0.00475207,0.144796,0.0155897,0.989327,1.79494,-0.464816,4.71545,10000,100,1,1
4,52,4,53,-0.0107692,0.0301402,0.00792413,0.999456,0.265088,-0.450555,5.19414,10000,100,1,1
4,53,4,54,0.000628729,0.00781006,0.00227635,0.999967,0.0795093,-0.585706,5.16812,10000,100,1,1
4,54,4,55,0.00278474,-0.0284226,-0.00524468,0.999578,-0.234495,-0.598192,5.28368,10000,100,1,1
4,55,4,56,-0.00163607,0.00536441,-0.00123514,0.999984,0.0934347,-0.584036,5.31999,10000,100,1,1
4,56,4,57,0.00227927,-0.0329814,-0.00158268,0.999452,-0.13692,-0.59397,5.2347,10000,100,1,1
4,57,4,58,-0.00154114,0.00965611,0.00257599,0.999949,0.141826,-0.572045,5.25167,10000,100,1,1
4,58,4,59,0.00376325,-0.037189,-0.0018551,0.999299,-0.0422126,-0.5749,5.18242,10000,100,1,1
4,59,4,60,-0.00201997,0.0767061,0.00180265,0.99705,0.772194,-0.578317,5.19202,10000,100,1,1
4,60,4,61,0.00240552,0.0029604,0.00142458,0.999992,0.155705,-0.563735,5.19729,10000,100,1,1
4,61,4,62,-0.00424232,-0.0924253,-0.0136262,0.995617,0.0459054,-0.537224,5.28458,10000,100,1,1
4,62,4,63,-0.0107401,0.0550587,0.00649943,0.998404,0.513568,-0.447279,3.84242,10000,100,1,1
4,63,4,64,0.00431991,-0.0272921,-0.00272018,0.999614,-0.313087,-0.641543,5.29913,10000,100,1,1
4,64,4,65,0.0165875,-9.29608e-05,0.00148793,0.999861,0.096033,-0.428476,4.14436,10000,100,1,1
4,65,4,66,-0.00930478,0.0748378,0.0087147,0.997114,0.28212,-0.338305,4.15825,10000,100,1,1
4,66,4,67,-0.012831,0.897853,0.0950526,0.429721,0.611559,-0.170137,1.81451,10000,100,1,1
4,67,4,68,0.00414897,-0.733428,-0.0770255,0.675376,0.808017,0.562851,-1.05861,10000,100,1,1
4,68,4,69,-0.00376686,0.601712,0.0606802,0.796396,4.6623,-0.32293,0.984559,10000,100,1,1
4,69,4,70,0.0136144,-0.607335,-0.0557688,0.792369,-2.51547,-0.469839,4.20912,10000,100,1,1
4,70,4,71,0.00026543,-0.0875841,-0.0182349,0.99599,-0.635501,-0.521693,5.23345,10000,100,1,1
4,71,4,72,-0.00836054,-0.185566,-0.0189075,0.982414,-1.38213,-0.505611,5.00498,10000,100,1,1
4,72,4,73,0.00274617,0.142767,0.0186205,0.989577,0.532246,-0.458567,4.00997,10000,100,1,1
4,73,4,74,0.00293467,-0.088134,-0.00931262,0.996061,-0.825567,-0.641678,5.20493,10000,100,1,1
4,74,4,75,0.00328181,-0.00368815,0.00339876,0.999982,0.055041,-0.528491,5.256,10000,100,1,1
4,75,4,76,-0.00489224,0.0147978,-0.00220248,0.999876,0.170764,-0.485954,5.18108,10000,100,1,1
4,76,4,77,0.0145502,-0.0525828,-0.00609254,0.998492,-0.40508,-0.503156,5.24797,10000,100,1,1
4,77,4,78,-0.0114977,0.00814898,0.00369065,0.999894,0.107792,-0.452233,5.25087,10000,100,1,1
4,78,4,79,0.00161549,0.00925263,-0.00443931,0.999946,0.123138,-0.57483,5.23604,10000,100,1,1
4,79,4,80,-0.0138576,-0.0725607,-0.00466978,0.997257,0.392573,-0.711089,5.34939,10000,100,1,1
4,80,4,81,-0.021358,0.992101,0.121215,-0.0241989,-0.38765,-0.20048,1.96253,10000,100,1,1
4,81,4,82,-1.52634e-05,0.11955,0.0168926,0.992684,1.18812,-0.540393,4.63436,10000,100,1,1
4,82,4,83,0.00609418,-0.0872624,-0.0146293,0.996059,-0.962939,-0.491533,5.01142,10000,100,1,1
4,83,4,84,0.00190315,-0.0383147,-0.00360943,0.999257,1.03235,-0.406341,5.08976,10000,100,1,1
4,84,4,85,-0.00620879,0.105062,0.0152097,0.99433,0.81978,-0.542521,5.08284,10000,100,1,1
4,85,4,86,0.00104958,-0.0791117,-0.00957136,0.996819,0.0396096,-0.542459,5.17528,10000,100,1,1
4,86,4,87,-0.0038969,0.033089,0.00476077,0.999433,0.508822,-0.574669,5.22434,10000,100,1,1
4,87,4,88,-0.000864093,0.00317733,-0.00344349,0.999989,0.101502,-0.608684,5.20725,10000,100,1,1
4,88,4,89,0.0055122,0.00212877,0.00200336,0.999981,0.0372007,-0.597321,5.13775,10000,100,1,1
4,89,4,90,-0.00464919,0.0612849,0.00758021,0.998081,0.336443,-0.511825,5.19599,10000,100,1,1
4,90,4,91,0.00301127,0.177686,0.0210372,0.983858,0.683145,-0.61017,5.1129,10000,100,1,1
4,91,4,92,-0.0169052,0.526141,0.0531551,0.848566,0.845162,-0.158841,4.21359,10000,100,1,1
4,92,4,93,0.00543,0.136841,0.0153803,0.990459,0.37551,-0.973401,5.12578,10000,100,1,1
4,93,4,94,0.0152489,-0.809356,-0.0816413,0.581417,-3.97753,-0.0454864,0.936391,10000,100,1,1
4,94,4,95,0.00824247,0.0219275,0.00641847,0.999705,0.0356576,-0.565026,5.22225,10000,100,1,1
4,95,4,96,0.0022514,0.0264307,0.00445323,0.999638,0.21181,-0.537065,5.26697,10000,100,1,1
4,96,4,97,-0.00945349,0.0273667,-0.00477418,0.999569,0.333276,-0.522013,5.27959,10000,100,1,1
4,97,4,98,-0.00575947,-0.0821414,-0.00823403,0.99657,-0.495353,-0.536745,5.22602,10000,100,1,1
4,98,4,99,0.00777315,0.0336832,0.00565456,0.999386,0.134921,-0.594306,5.22938,10000,100,1,1
4,99,4,100,0.00122226,-0.0116828,-0.00524545,0.999917,0.0570475,-0.553669,5.30657,10000,100,1,1
4,100,4,101,-0.00299955,-0.0530694,-0.00496794,0.998574,-0.249308,-0.511503,5.33971,10000,100,1,1
4,101,4,102,-0.0103348,0.0469909,0.00067234,0.998842,0.391392,-0.519266,5.22584,10000,100,1,1
4,102,4,103,0.0120435,0.00691946,0.00607251,0.999885,0.0382656,-0.70132,5.2539,10000,100,1,1
4,103,4,104,-0.00423994,0.0111102,0.000681683,0.999929,0.067219,-0.517807,5.3107,10000,100,1,1
4,104,4,105,0.00166896,0.00927882,-0.00181105,0.999954,0.126537,-0.599094,5.26538,10000,100,1,1
4,105,4,106,-0.000847297,-0.0197782,-0.000533223,0.999804,0.00312363,-0.580067,5.30104,10000,100,1,1
4,106,4,107,0.00292444,-0.130342,-0.00313309,0.99146,-0.0859809,-0.476529,5.27343,10000,100,1,1
4,107,4,108,-0.0114932,0.151308,0.0145049,0.988313,0.29325,-0.629784,5.22298,10000,100,1,1
4,108,4,109,0.0106181,-0.0195485,-0.00550119,0.999737,-0.725204,-0.54448,4.65168,10000,100,1,1
4,109,4,110,-0.00190787,0.0609755,0.00465259,0.998127,0.222266,-0.36767,4.89045,10000,100,1,1
4,110,4,111,-0.00437405,-0.00434724,0.00122146,0.99998,0.0799816,-0.55834,4.95044,10000,100,1,1
4,111,4,112,0.00184047,-0.0146342,0.000779983,0.999891,0.0886358,-0.598808,5.11024,10000,100,1,1
4,112,4,113,0.00376126,-0.0445799,-0.00802185,0.998967,-0.286543,-0.467026,5.01271,10000,100,1,1
4,113,4,114,-0.002614,0.0357514,0.00465618,0.999346,0.147417,-0.589048,5.30929,10000,100,1,1
4,114,4,115,-0.00154428,-0.0851104,-0.0104457,0.996316,0.54938,-0.585562,5.03038,10000,100,1,1
4,115,4,116,0.00147832,0.0165726,0.00170546,0.99986,0.119022,-0.619368,5.19959,10000,100,1,1
4,116,4,117,-0.00343698,0.0807501,0.00643309,0.996708,0.598343,-0.645697,5.23798,10000,100,1,1
4,117,4,118,0.0025333,-0.101559,-0.00767715,0.994797,-0.290809,-0.473067,5.00168,10000,100,1,1
4,118,4,119,-0.00267964,0.188954,0.0209906,0.981758,0.0179632,-0.571817,4.56173,10000,100,1,1
4,119,4,120,-0.00457674,0.24139,0.0195825,0.97022,0.110778,-0.346257,2.88741,10000,100,1,1
4,120,4,121,-0.0200198,0.94879,0.0999284,-0.299016,0.794957,0.748241,-1.7102,10000,100,1,1
4,121,4,122,-0.0113847,0.953082,0.101826,-0.284846,0.0768331,0.130752,-1.72751,10000,100,1,1
4,122,4,123,-0.00692296,-0.0756634,-0.0115004,0.997043,-0.243074,-0.548502,5.11947,10000,100,1,1
4,123,4,124,0.0100189,0.087733,0.00499023,0.996081,-0.057491,-0.726969,5.29093,10000,100,1,1
4,124,4,125,0.00506215,0.0131579,0.0127365,0.999819,0.0828498,-0.233056,2.0627,10000,100,1,1
4,125,4,126,-0.00428307,-0.0397494,-0.00885611,0.999161,-0.0684023,-0.0534252,0.0317095,10000,100,1,1
4,126,4,127,-0.00560291,0.0672398,0.0138969,0.997624,-0.827655,-0.604927,4.7201,10000,100,1,1
4,127,4,128,0.00391516,-0.0925108,-0.0102653,0.995651,-0.919593,-0.559495,5.11867,10000,100,1,1
4,128,4,129,0.00115986,0.012794,-0.000387796,0.999917,0.0783052,-0.496468,5.27256,10000,100,1,1
4,129,4,130,0.00157956,0.0397104,0.00397119,0.999202,0.424389,-0.479437,5.33149,10000,100,1,1
4,130,4,131,-0.00325929,-0.130017,-0.00962833,0.99146,-0.339476,-0.450549,5.27173,10000,100,1,1
