robot_src,pose_src,robot_dst,pose_dst,qx,qy,qz,qw,tx,ty,tz,kappa,tau,is_known_inlier,weight
6,0,6,1,-0.000438913,-0.00139453,-0.000311907,0.999999,0.000212934,-0.000765861,0.000533869,10000,100,1,1
6,1,6,2,-1.18802e-06,-0.0001812,-0.000152675,1,0.000209663,-1.54442e-05,0.000373138,10000,100,1,1
6,2,6,3,-0.00222722,0.363697,0.00597041,0.931495,2.69957,0.196405,-1.38769,10000,100,1,1
6,3,6,4,0.00447608,-0.365787,-0.00731733,0.930659,-2.61088,-0.299681,3.29156,10000,100,1,1
6,4,6,5,-0.00974517,0.247588,0.00944304,0.96877,-0.166557,-0.2414,5.03009,10000,100,1,1
6,5,6,6,0.00747388,-0.125601,-0.00702692,0.992028,-1.14855,-0.313244,5.19403,10000,100,1,1
6,6,6,7,-0.00707131,-0.00485449,-0.00472709,0.999952,0.146067,-0.313345,5.40818,10000,100,1,1
6,7,6,8,0.009029,-0.0131221,0.000131509,0.999873,0.00274522,-0.342405,5.35634,10000,100,1,1
6,8,6,9,-0.00526571,0.0365146,-0.000113381,0.999319,0.15141,-0.307262,5.43405,10000,100,1,1
6,9,6,10,0.000256719,-0.0263258,-0.00667831,0.999631,-0.0124505,-0.314056,5.37423,10000,100,1,1
6,10,6,11,0.00154405,-0.0402162,0.00609006,0.999171,-0.0615989,-0.383507,5.34663,10000,100,1,1
6,11,6,12,0.00032048,-0.0164054,-0.00645145,0.999845,-0.0517387,-0.36439,5.44397,10000,100,1,1
6,12,6,13,8.6652e-05,-0.018401,0.00311605,0.999826,-0.0109404,-0.272899,5.1819,10000,100,1,1
6,13,6,14,0.000455118,0.0623602,0.0069181,0.99803,-0.12187,-0.225439,5.25816,10000,100,1,1
6,14,6,15,0.00676989,-0.0543923,-0.0102841,0.998444,-0.209745,-0.296305,5.30098,10000,100,1,1
6,15,6,16,-0.00627187,0.0256531,0.00303798,0.999647,0.379623,-0.218444,5.36748,10000,100,1,1
6,16,6,17,0.00416207,-0.0165483,-0.00262864,0.999851,-0.247783,-0.207242,5.26066,10000,100,1,1
6,17,6,18,-0.0113997,0.125479,0.0103101,0.991977,0.680089,-0.372935,5.30652,10000,100,1,1
6,18,6,19,-0.00110085,0.162147,0.00807926,0.986733,1.21173,-0.36341,5.18154,10000,100,1,1
6,19,6,20,-0.018728,0.91519,0.0411856,-0.400475,-2.5307,0.0852362,2.60562,10000,100,1,1
6,20,6,21,-0.022285,0.877016,0.0460576,0.477729,-2.19034,-0.0573962,-0.0586343,10000,100,1,1
6,21,6,22,0.0120965,-0.187,-0.00628754,0.982265,-1.97291,-0.141086,2.84948,10000,100,1,1
6,22,6,23,0.0427349,0.04449,0.0024906,0.998092,0.689001,-0.694038,5.2894,10000,100,1,1
6,23,6,24,-0.0427192,-0.0134333,-0.00431834,0.998987,0.0345349,-0.125482,5.40002,10000,100,1,1
6,24,6,25,0.0367824,-0.0110539,0.00332106,0.999257,-0.0262669,-0.378574,5.20585,10000,100,1,1
6,25,6,26,0.0119797,-0.202689,-0.0147328,0.979059,-0.841496,-0.247834,5.12682,10000,100,1,1
6,26,6,27,-0.056727,0.227509,0.0230756,0.971848,0.809631,-0.181759,5.13697,10000,100,1,1
6,27,6,28,0.0184529,-0.220866,-0.0246067,0.974819,1.19362,-0.333302,4.76669,10000,100,1,1
6,28,6,29,0.015232,-0.576968,-0.022075,0.816326,-4.4349,-0.400571,2.64231,10000,100,1,1
