798227,38908.8,2.38419e-07
798227,38908.8,0.0105813
493641,29705.7,0.987334
473968,29441.9,0.989088
566464,33843.1,0.997478
564493,33784.6,0.999345
563043,33708.7,1.0011
483990,31132.3,1.9867
213729,19540.9,1.98885
202521,18781.2,1.99774
183729,17928,1.99956
192454,18404.2,2.00128
196586,18904,2.98715
181535,18204,2.98949
178045,17897.3,2.99803
167065,17327.1,2.99985
144754,16559.2,3.0019
146757,16814.8,3.98872
58978.1,9927.34,4.00498
58880.5,9846.14,4.98883
24693.9,4775.56,4.99917
25328.3,5019.33,5.01021
28948.5,5895.51,5.9868
13512.9,2691.9,5.98908
13960.3,2981.66,5.99776
13960.3,2981.66,6.0009
14517.4,3333.65,6.98859
12590.7,2946.75,6.99868
7408.78,1382.3,7.00899
7786.01,1824.61,7.98692
6689.37,1452.25,7.99148
6310.37,1269.51,7.99756
6827.97,1752.31,8.00022
7096.27,2018.32,8.9886
6229.05,1716.52,8.9989
6147.34,1688.41,9.0094
6325.54,1869.48,9.98894
6199.41,1867.81,10.0002
6833.22,2240.16,10.0106
6824.7,2235.3,10.9879
5997.06,2027.29,10.9906
5906.61,1979.4,10.9978
6605.46,2351.16,11.0001
6487.11,2357.78,11.9888
6442.1,2325.69,11.9998
7153.22,2644.48,12.0095
7277.12,2723.52,12.9881
6874.56,2625.86,12.9979
6990.2,2674.29,13.0079
7061.54,2721.46,13.9888
6991.33,2676.47,13.9993
7701.69,2954.65,14.009
7874.88,3029.6,14.9883
7307.21,2887.5,14.999
7834.75,3082.42,15.0092
7878.69,3106.76,15.9879
7760.28,3089.68,15.9929
7670.35,3047.4,15.9975
8322.03,3274.37,16.0015
8354.86,3292.89,16.9883
8246.57,3274.52,16.9984
1355.39,315.734,17.0084
1381.61,435.986,17.9888
1402.31,525.187,18.0045
1401.69,523.494,18.9889
1426.96,721.329,18.9999
1249.87,497.03,19.0099
1325.06,663.82,19.9886
1060.5,331.178,19.9988
1064.88,369.063,20.0113
1046.22,362.248,20.9879
1043.11,422.852,20.9979
984.65,356.494,21.008
969.315,344.231,21.9873
983.114,448.05,21.9932
995.46,500.696,22.0018
979.939,483.823,22.9885
1006.17,582.234,22.9988
1044.04,775.23,23.0105
1030.07,761.827,23.9889
743.605,248.775,23.9996
757.158,333.309,24.0095
769.74,397.501,24.9869
716.637,328.658,24.9919
707.793,325.893,24.9978
723.99,403.559,25.0026
718.327,416.906,25.9873
701.865,409.98,25.9902
694.197,403.527,25.9977
705.477,444.13,26.0012
700.765,456.15,26.9887
702.868,471.538,26.9993
740.837,571.074,27.0099
755.541,610.358,27.9889
699.549,554.313,27.999
753.212,669.917,28.0074
749.667,674.805,28.9882
745.896,675.637,28.9989
812.474,791.743,29.0094
819.929,805.9,29.9887
791.498,769.551,29.9989
462.772,263.506,30.009
484.226,350.698,30.9882
413.666,150.197,30.9985
414.349,162.541,31.0066
420.437,217.274,31.9887
404.527,185.251,31.9974
399.787,256.006,32.003
404.897,285.047,32.9883
396.265,294.327,32.9949
381.807,262.63,33.0015
386.041,283.508,33.9886
382.251,303.38,33.9987
389.77,357.98,34.0093
392.375,367.269,34.9881
395.472,403.114,34.998
413.667,470.733,35.0092
415.382,473.521,35.9891
303.384,172.602,35.9995
309.405,228.651,36.0142
317.941,272.653,36.9886
318.931,290.894,36.9991
319.044,291.526,37.0093
325.098,317.134,37.989
332.936,352.808,37.9995
308.837,333.795,38.0092
330.929,403.512,38.988
243.074,164.291,38.9979
229.16,112.726,39.0082
226.377,111.692,39.9878
225.932,149.832,39.99
215.675,99.8806,39.9983
214.607,115.551,40.0005
211.333,115.202,40.9884
211.116,114.849,40.9984
216.353,176.775,41.0086
216.353,176.775,41.9872
214.756,197.89,41.9893
207.406,162.053,41.9981
190.436,88.6696,42.0001
188.14,84.8192,42.0022
184.805,81.2356,42.9881
182.922,108.865,42.9948
184.972,150.818,43.0062
182.04,145.658,43.9886
182.814,179.88,43.9989
189.428,232.564,44.0088
186.748,227.184,44.987
188.893,253.279,44.9899
162.844,130.271,44.9985
162.955,133.821,45.0023
160.716,133.694,45.9874
158.701,135.952,45.9903
156.936,133.035,45.9975
160.867,175.761,46
159.477,179.903,46.9885
157.626,177.184,46.9973
160.812,201.761,47.0066
160.764,202.613,47.9883
159.861,213.841,47.9945
136.059,108.657,48.0011
133.927,102.498,48.9877
133.991,104.702,48.9901
129.101,102.35,48.999
130.126,125.439,49.0094
132.093,152.404,49.9883
125.154,118.679,49.9983
128.241,154.224,50.0107
129.4,167.896,50.9879
125.621,154.725,50.9965
113.188,83.7243,51.0052
113.188,83.7243,51.9885
110.729,105.847,51.9991
110.282,120.477,52.0107
112.669,154.233,52.9889
115.555,185.478,52.9994
108.534,147.077,53.0094
114.163,189.893,53.9872
93.4321,54.5374,53.9909
93.1679,70.6313,53.9979
92.658,90.0904,54.0004
89.8327,60.1199,54.0028
91.3017,96.2544,54.989
86.1801,53.6346,54.9995
85.3077,57.7971,55.0095
